"","Taxon","Family","Order","Importer","Exporter","Year","mass","Clean_code","IUCNName"
"2553","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2013,0,"NE","Euphorbia antisyphilitica"
"2554","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2014,0,"NE","Euphorbia antisyphilitica"
"2555","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2015,0,"NE","Euphorbia antisyphilitica"
"2556","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2016,0,"NE","Euphorbia antisyphilitica"
"2557","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2017,0,"NE","Euphorbia antisyphilitica"
"2558","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2018,0,"NE","Euphorbia antisyphilitica"
"2559","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2019,0,"NE","Euphorbia antisyphilitica"
"2560","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2020,0,"NE","Euphorbia antisyphilitica"
"2561","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2000,0,"NE","Euphorbia antisyphilitica"
"2562","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2001,0,"NE","Euphorbia antisyphilitica"
"2563","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2002,0,"NE","Euphorbia antisyphilitica"
"2564","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2003,0,"NE","Euphorbia antisyphilitica"
"2565","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2004,0,"NE","Euphorbia antisyphilitica"
"2566","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2005,0,"NE","Euphorbia antisyphilitica"
"2567","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2006,0,"NE","Euphorbia antisyphilitica"
"2568","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2007,0,"NE","Euphorbia antisyphilitica"
"2569","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2008,0,"NE","Euphorbia antisyphilitica"
"2570","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2009,0,"NE","Euphorbia antisyphilitica"
"2571","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2010,0,"NE","Euphorbia antisyphilitica"
"2572","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2011,0,"NE","Euphorbia antisyphilitica"
"2573","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2012,0,"NE","Euphorbia antisyphilitica"
"2574","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2013,21025,"NE","Euphorbia antisyphilitica"
"2575","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2014,15500,"NE","Euphorbia antisyphilitica"
"2576","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2015,300,"NE","Euphorbia antisyphilitica"
"2577","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2016,15500,"NE","Euphorbia antisyphilitica"
"2578","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2017,12500,"NE","Euphorbia antisyphilitica"
"2579","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2018,20500,"NE","Euphorbia antisyphilitica"
"2580","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2019,3700,"NE","Euphorbia antisyphilitica"
"2581","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2020,0,"NE","Euphorbia antisyphilitica"
"2582","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2000,0,"NE","Euphorbia antisyphilitica"
"2583","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2001,41000,"NE","Euphorbia antisyphilitica"
"2584","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2002,195000,"NE","Euphorbia antisyphilitica"
"2585","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2003,191525,"NE","Euphorbia antisyphilitica"
"2586","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2004,218500,"NE","Euphorbia antisyphilitica"
"2587","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2005,231525,"NE","Euphorbia antisyphilitica"
"2588","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2006,194000,"NE","Euphorbia antisyphilitica"
"2589","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2007,215100,"NE","Euphorbia antisyphilitica"
"2590","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2008,250850,"NE","Euphorbia antisyphilitica"
"2591","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2009,227850,"NE","Euphorbia antisyphilitica"
"2592","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2010,260550,"NE","Euphorbia antisyphilitica"
"2593","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2011,193545,"NE","Euphorbia antisyphilitica"
"2594","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2012,239350,"NE","Euphorbia antisyphilitica"
"2595","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2013,254200,"NE","Euphorbia antisyphilitica"
"2596","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2014,211875,"NE","Euphorbia antisyphilitica"
"2597","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2015,147000,"NE","Euphorbia antisyphilitica"
"2598","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2016,179870,"NE","Euphorbia antisyphilitica"
"2599","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2017,198000,"NE","Euphorbia antisyphilitica"
"2600","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2018,130000,"NE","Euphorbia antisyphilitica"
"2601","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2019,94000,"NE","Euphorbia antisyphilitica"
"2602","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2020,84475,"NE","Euphorbia antisyphilitica"
"2603","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2000,0,"NE","Euphorbia antisyphilitica"
"2604","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2001,0,"NE","Euphorbia antisyphilitica"
"2605","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2002,0,"NE","Euphorbia antisyphilitica"
"2606","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2003,0,"NE","Euphorbia antisyphilitica"
"2607","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2004,0,"NE","Euphorbia antisyphilitica"
"2608","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2005,0,"NE","Euphorbia antisyphilitica"
"2609","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2006,0,"NE","Euphorbia antisyphilitica"
"2610","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2007,0,"NE","Euphorbia antisyphilitica"
"2611","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2008,0,"NE","Euphorbia antisyphilitica"
"2612","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2009,0,"NE","Euphorbia antisyphilitica"
"2613","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2010,10000,"NE","Euphorbia antisyphilitica"
"2614","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2011,12000,"NE","Euphorbia antisyphilitica"
"2615","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2012,0,"NE","Euphorbia antisyphilitica"
"2616","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2013,10000,"NE","Euphorbia antisyphilitica"
"2617","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2014,0,"NE","Euphorbia antisyphilitica"
"2618","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2015,5000,"NE","Euphorbia antisyphilitica"
"2619","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2016,0,"NE","Euphorbia antisyphilitica"
"2620","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2017,0,"NE","Euphorbia antisyphilitica"
"2621","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2018,5000,"NE","Euphorbia antisyphilitica"
"2622","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2019,3000,"NE","Euphorbia antisyphilitica"
"2623","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2020,9000,"NE","Euphorbia antisyphilitica"
"2624","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2000,0,"NE","Euphorbia antisyphilitica"
"2625","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2001,0,"NE","Euphorbia antisyphilitica"
"2626","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2002,0,"NE","Euphorbia antisyphilitica"
"2627","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2003,0,"NE","Euphorbia antisyphilitica"
"2628","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2004,0,"NE","Euphorbia antisyphilitica"
"2629","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2005,0,"NE","Euphorbia antisyphilitica"
"2630","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2006,0,"NE","Euphorbia antisyphilitica"
"2631","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2007,0,"NE","Euphorbia antisyphilitica"
"2632","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2008,0,"NE","Euphorbia antisyphilitica"
"2633","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2009,15000,"NE","Euphorbia antisyphilitica"
"2634","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2010,448600,"NE","Euphorbia antisyphilitica"
"2635","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2011,330000,"NE","Euphorbia antisyphilitica"
"2636","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2012,345250,"NE","Euphorbia antisyphilitica"
"2637","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2013,90000,"NE","Euphorbia antisyphilitica"
"2638","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2014,110000,"NE","Euphorbia antisyphilitica"
"2639","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2015,111000,"NE","Euphorbia antisyphilitica"
"2640","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2016,272000,"NE","Euphorbia antisyphilitica"
"2641","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2017,243000,"NE","Euphorbia antisyphilitica"
"2642","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2018,331620,"NE","Euphorbia antisyphilitica"
"2643","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2019,170000,"NE","Euphorbia antisyphilitica"
"2644","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2020,122975,"NE","Euphorbia antisyphilitica"
"2645","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2000,0,"NE","Euphorbia antisyphilitica"
"2646","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2001,0,"NE","Euphorbia antisyphilitica"
"2647","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2002,0,"NE","Euphorbia antisyphilitica"
"2648","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2003,0,"NE","Euphorbia antisyphilitica"
"2649","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2004,0,"NE","Euphorbia antisyphilitica"
"2650","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2005,0,"NE","Euphorbia antisyphilitica"
"2651","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2006,0,"NE","Euphorbia antisyphilitica"
"2652","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2007,0,"NE","Euphorbia antisyphilitica"
"2653","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2008,0,"NE","Euphorbia antisyphilitica"
"2654","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2009,0,"NE","Euphorbia antisyphilitica"
"2655","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2010,6500,"NE","Euphorbia antisyphilitica"
"2656","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2011,20000,"NE","Euphorbia antisyphilitica"
"2657","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2012,20000,"NE","Euphorbia antisyphilitica"
"2658","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2013,15000,"NE","Euphorbia antisyphilitica"
"2659","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2014,15000,"NE","Euphorbia antisyphilitica"
"2660","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2015,20978.4,"NE","Euphorbia antisyphilitica"
"2661","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2016,9000,"NE","Euphorbia antisyphilitica"
"2662","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2017,5000,"NE","Euphorbia antisyphilitica"
"2663","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2018,10050,"NE","Euphorbia antisyphilitica"
"2664","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2019,10000,"NE","Euphorbia antisyphilitica"
"2665","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2020,10000,"NE","Euphorbia antisyphilitica"
"2666","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2000,0,"NE","Euphorbia antisyphilitica"
"2667","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2001,0,"NE","Euphorbia antisyphilitica"
"2668","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2002,0,"NE","Euphorbia antisyphilitica"
"2669","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2003,0,"NE","Euphorbia antisyphilitica"
"2670","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2004,0,"NE","Euphorbia antisyphilitica"
"2671","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2005,0,"NE","Euphorbia antisyphilitica"
"2672","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2006,0,"NE","Euphorbia antisyphilitica"
"2673","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2007,0,"NE","Euphorbia antisyphilitica"
"2674","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2008,7350,"NE","Euphorbia antisyphilitica"
"2675","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2009,0,"NE","Euphorbia antisyphilitica"
"2676","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2010,4000,"NE","Euphorbia antisyphilitica"
"2677","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2011,3000,"NE","Euphorbia antisyphilitica"
"2678","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2012,12000,"NE","Euphorbia antisyphilitica"
"2679","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2013,6000,"NE","Euphorbia antisyphilitica"
"2680","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2014,0,"NE","Euphorbia antisyphilitica"
"2681","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2015,4500,"NE","Euphorbia antisyphilitica"
"2682","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2016,46200,"NE","Euphorbia antisyphilitica"
"2683","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2017,17800,"NE","Euphorbia antisyphilitica"
"2684","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2018,11000,"NE","Euphorbia antisyphilitica"
"2685","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2019,0,"NE","Euphorbia antisyphilitica"
"2686","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","IT","MX",2020,1000,"NE","Euphorbia antisyphilitica"
"2687","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2000,0,"NE","Euphorbia antisyphilitica"
"2688","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2001,0,"NE","Euphorbia antisyphilitica"
"2689","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2002,0,"NE","Euphorbia antisyphilitica"
"2690","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2003,0,"NE","Euphorbia antisyphilitica"
"2691","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2004,0,"NE","Euphorbia antisyphilitica"
"2692","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2005,0,"NE","Euphorbia antisyphilitica"
"2693","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2006,0,"NE","Euphorbia antisyphilitica"
"2694","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2007,0,"NE","Euphorbia antisyphilitica"
"2695","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2008,0,"NE","Euphorbia antisyphilitica"
"2696","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2009,345.58,"NE","Euphorbia antisyphilitica"
"2697","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2010,0,"NE","Euphorbia antisyphilitica"
"2698","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2011,0,"NE","Euphorbia antisyphilitica"
"2699","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2012,0,"NE","Euphorbia antisyphilitica"
"2700","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2013,0,"NE","Euphorbia antisyphilitica"
"2701","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2014,0,"NE","Euphorbia antisyphilitica"
"2702","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2015,0,"NE","Euphorbia antisyphilitica"
"2703","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2016,0,"NE","Euphorbia antisyphilitica"
"2704","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2017,0,"NE","Euphorbia antisyphilitica"
"2705","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2018,0,"NE","Euphorbia antisyphilitica"
"2706","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2019,0,"NE","Euphorbia antisyphilitica"
"2707","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","ID",2020,0,"NE","Euphorbia antisyphilitica"
"2708","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2000,0,"NE","Euphorbia antisyphilitica"
"2709","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2001,0,"NE","Euphorbia antisyphilitica"
"2710","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2002,0,"NE","Euphorbia antisyphilitica"
"2711","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2003,0,"NE","Euphorbia antisyphilitica"
"2712","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2004,400,"NE","Euphorbia antisyphilitica"
"2713","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2005,0,"NE","Euphorbia antisyphilitica"
"2714","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2006,0,"NE","Euphorbia antisyphilitica"
"2715","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2007,0,"NE","Euphorbia antisyphilitica"
"2716","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2008,15000,"NE","Euphorbia antisyphilitica"
"2717","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2009,470399.17227,"NE","Euphorbia antisyphilitica"
"2718","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2010,349058,"NE","Euphorbia antisyphilitica"
"2719","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2011,417578.5,"NE","Euphorbia antisyphilitica"
"2720","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2012,384344.7,"NE","Euphorbia antisyphilitica"
"2721","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2013,431565.6,"NE","Euphorbia antisyphilitica"
"2722","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2014,326420,"NE","Euphorbia antisyphilitica"
"2723","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2015,372368.1,"NE","Euphorbia antisyphilitica"
"2724","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2016,443511.1,"NE","Euphorbia antisyphilitica"
"2725","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2017,520485.35,"NE","Euphorbia antisyphilitica"
"2726","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2018,467267.17,"NE","Euphorbia antisyphilitica"
"2727","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2019,307766.47,"NE","Euphorbia antisyphilitica"
"2728","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","JP","MX",2020,256612,"NE","Euphorbia antisyphilitica"
"2729","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2000,0,"NE","Euphorbia antisyphilitica"
"2730","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2001,0,"NE","Euphorbia antisyphilitica"
"2731","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2002,0,"NE","Euphorbia antisyphilitica"
"2732","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2003,0,"NE","Euphorbia antisyphilitica"
"2733","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2004,0,"NE","Euphorbia antisyphilitica"
"2734","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2005,0,"NE","Euphorbia antisyphilitica"
"2735","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2006,0,"NE","Euphorbia antisyphilitica"
"2736","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2007,0,"NE","Euphorbia antisyphilitica"
"2737","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2008,0,"NE","Euphorbia antisyphilitica"
"2738","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2009,0,"NE","Euphorbia antisyphilitica"
"2739","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2010,0,"NE","Euphorbia antisyphilitica"
"2740","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2011,0,"NE","Euphorbia antisyphilitica"
"2741","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2012,0,"NE","Euphorbia antisyphilitica"
"2742","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2013,0,"NE","Euphorbia antisyphilitica"
"2743","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2014,0,"NE","Euphorbia antisyphilitica"
"2744","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2015,0,"NE","Euphorbia antisyphilitica"
"2745","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2016,0,"NE","Euphorbia antisyphilitica"
"2746","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2017,0,"NE","Euphorbia antisyphilitica"
"2747","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2018,68058.55,"NE","Euphorbia antisyphilitica"
"2748","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2019,0,"NE","Euphorbia antisyphilitica"
"2749","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","KR","MX",2020,0,"NE","Euphorbia antisyphilitica"
"2750","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2000,0,"NE","Euphorbia antisyphilitica"
"2751","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2001,0,"NE","Euphorbia antisyphilitica"
"2752","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2002,0,"NE","Euphorbia antisyphilitica"
"2753","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2003,0,"NE","Euphorbia antisyphilitica"
"2754","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2004,0,"NE","Euphorbia antisyphilitica"
"2755","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2005,0,"NE","Euphorbia antisyphilitica"
"2756","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2006,0,"NE","Euphorbia antisyphilitica"
"2757","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2007,0,"NE","Euphorbia antisyphilitica"
"2758","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2008,0,"NE","Euphorbia antisyphilitica"
"2759","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2009,0,"NE","Euphorbia antisyphilitica"
"2760","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2010,8.64,"NE","Euphorbia antisyphilitica"
"2761","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","NZ","AU",2011,0,"NE","Euphorbia antisyphilitica"
