"","Taxon","Family","Order","Importer","Exporter","Year","mass"
"2353","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2002,0
"2354","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2003,0
"2355","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2004,0
"2356","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2005,0
"2357","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2006,0
"2358","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2007,0
"2359","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2008,0
"2360","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2009,0
"2361","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2010,0
"2362","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2011,1.75
"2363","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2012,0
"2364","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2013,0
"2365","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2014,0
"2366","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2015,0
"2367","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2016,0
"2368","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2017,0
"2369","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2018,0
"2370","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2019,0
"2371","Echinopsis pachanoi","Cactaceae","Caryophyllales","BE","PE",2020,0
"2372","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2000,0
"2373","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2001,0
"2374","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2002,0
"2375","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2003,0
"2376","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2004,0
"2377","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2005,0
"2378","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2006,0
"2379","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2007,0
"2380","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2008,0
"2381","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2009,0
"2382","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2010,0
"2383","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2011,2.65
"2384","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2012,0
"2385","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2013,0
"2386","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2014,0
"2387","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2015,0
"2388","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2016,0
"2389","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2017,0
"2390","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2018,0
"2391","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2019,0
"2392","Echinopsis pachanoi","Cactaceae","Caryophyllales","NL","PE",2020,0
"2393","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2000,0
"2394","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2001,0
"2395","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2002,0
"2396","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2003,0
"2397","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2004,0
"2398","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2005,0
"2399","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2006,0
"2400","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2007,0
"2401","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2008,0
"2402","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2009,1500
"2403","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2010,2556
"2404","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2011,2295
"2405","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2012,1402
"2406","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2013,876
"2407","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2014,0
"2408","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2015,0
"2409","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2016,0
"2410","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2017,0
"2411","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2018,0
"2412","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2019,0
"2413","Eulychnia acida","Cactaceae","Caryophyllales","FR","CL",2020,0
"2414","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2000,0
"2415","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2001,0
"2416","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2002,0
"2417","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2003,0
"2418","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2004,0
"2419","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2005,0
"2420","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2006,0
"2421","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2007,0
"2422","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2008,0
"2423","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2009,34000
"2424","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2010,0
"2425","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2011,15000
"2426","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2012,0
"2427","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2013,0
"2428","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2014,0
"2429","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2015,0
"2430","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2016,0
"2431","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2017,0
"2432","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2018,0
"2433","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2019,0
"2434","Euphorbia antiquorum","Euphorbiaceae","Euphorbiales","JP","MX",2020,0
"2435","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2000,0
"2436","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2001,0
"2437","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2002,0
"2438","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2003,0
"2439","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2004,0
"2440","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2005,0
"2441","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2006,0
"2442","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2007,0
"2443","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2008,0
"2444","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2009,0
"2445","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2010,0
"2446","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2011,0
"2447","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2012,0
"2448","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2013,0
"2449","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2014,0
"2450","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2015,300
"2451","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2016,550
"2452","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2017,0
"2453","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2018,0
"2454","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2019,0
"2455","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AR","MX",2020,0
"2456","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2000,0
"2457","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2001,0
"2458","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2002,0
"2459","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2003,0
"2460","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2004,0
"2461","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2005,0
"2462","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2006,0
"2463","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2007,0
"2464","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2008,0
"2465","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2009,0
"2466","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2010,250.2295
"2467","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2011,0
"2468","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2012,0
"2469","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2013,0
"2470","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2014,0
"2471","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2015,0
"2472","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2016,0
"2473","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2017,0
"2474","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2018,0
"2475","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2019,0
"2476","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","MX",2020,0
"2477","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2000,0
"2478","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2001,0
"2479","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2002,0
"2480","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2003,0
"2481","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2004,0
"2482","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2005,0
"2483","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2006,0
"2484","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2007,0
"2485","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2008,0
"2486","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2009,0
"2487","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2010,0
"2488","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2011,0
"2489","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2012,0
"2490","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2013,0
"2491","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2014,0
"2492","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2015,0
"2493","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2016,0
"2494","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2017,600
"2495","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2018,1600
"2496","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2019,0
"2497","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","AU","US",2020,0
"2498","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2000,0
"2499","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2001,0
"2500","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2002,0
"2501","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2003,0
"2502","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2004,0
"2503","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2005,0
"2504","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2006,0
"2505","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2007,0
"2506","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2008,0
"2507","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2009,0
"2508","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2010,0
"2509","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2011,0
"2510","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2012,100
"2511","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2013,1375
"2512","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2014,0
"2513","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2015,0
"2514","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2016,0
"2515","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2017,650
"2516","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2018,0
"2517","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2019,0
"2518","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","BR","US",2020,0
"2519","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2000,0
"2520","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2001,0
"2521","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2002,0
"2522","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2003,0
"2523","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2004,0
"2524","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2005,0
"2525","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2006,0
"2526","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2007,0
"2527","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2008,0
"2528","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2009,0.014302
"2529","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2010,0.006
"2530","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2011,0
"2531","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2012,500
"2532","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2013,0
"2533","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2014,0
"2534","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2015,0
"2535","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2016,0
"2536","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2017,475
"2537","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2018,0
"2538","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2019,0
"2539","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CH","MX",2020,0
"2540","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2000,0
"2541","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2001,0
"2542","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2002,0
"2543","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2003,0
"2544","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2004,0
"2545","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2005,0
"2546","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2006,0
"2547","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2007,0
"2548","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2008,0
"2549","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2009,190
"2550","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2010,0
"2551","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2011,0
"2552","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2012,0
"2553","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2013,0
"2554","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2014,0
"2555","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2015,0
"2556","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2016,0
"2557","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2017,0
"2558","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2018,0
"2559","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2019,0
"2560","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","JP",2020,0
"2561","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2000,0
"2562","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2001,0
"2563","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2002,0
"2564","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2003,0
"2565","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2004,0
"2566","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2005,0
"2567","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2006,0
"2568","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2007,0
"2569","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2008,0
"2570","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2009,0
"2571","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2010,0
"2572","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2011,0
"2573","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2012,0
"2574","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2013,21025
"2575","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2014,15500
"2576","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2015,300
"2577","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2016,15500
"2578","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2017,12500
"2579","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2018,20500
"2580","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2019,3700
"2581","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","CN","MX",2020,0
"2582","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2000,0
"2583","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2001,41000
"2584","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2002,195000
"2585","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2003,191525
"2586","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2004,218500
"2587","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2005,231525
"2588","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2006,194000
"2589","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2007,215100
"2590","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2008,250850
"2591","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2009,227850
"2592","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2010,260550
"2593","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2011,193545
"2594","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2012,239350
"2595","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2013,254200
"2596","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2014,211875
"2597","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2015,147000
"2598","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2016,179870
"2599","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2017,198000
"2600","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2018,130000
"2601","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2019,94000
"2602","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","DE","MX",2020,84475
"2603","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2000,0
"2604","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2001,0
"2605","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2002,0
"2606","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2003,0
"2607","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2004,0
"2608","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2005,0
"2609","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2006,0
"2610","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2007,0
"2611","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2008,0
"2612","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2009,0
"2613","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2010,10000
"2614","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2011,12000
"2615","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2012,0
"2616","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2013,10000
"2617","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2014,0
"2618","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2015,5000
"2619","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2016,0
"2620","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2017,0
"2621","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2018,5000
"2622","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2019,3000
"2623","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","ES","MX",2020,9000
"2624","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2000,0
"2625","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2001,0
"2626","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2002,0
"2627","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2003,0
"2628","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2004,0
"2629","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2005,0
"2630","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2006,0
"2631","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2007,0
"2632","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2008,0
"2633","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2009,15000
"2634","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2010,448600
"2635","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2011,330000
"2636","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2012,345250
"2637","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2013,90000
"2638","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2014,110000
"2639","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2015,111000
"2640","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2016,272000
"2641","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2017,243000
"2642","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2018,331620
"2643","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2019,170000
"2644","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","FR","MX",2020,122975
"2645","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2000,0
"2646","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2001,0
"2647","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2002,0
"2648","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2003,0
"2649","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2004,0
"2650","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2005,0
"2651","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2006,0
"2652","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2007,0
"2653","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2008,0
"2654","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2009,0
"2655","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2010,6500
"2656","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2011,20000
"2657","Euphorbia antisyphilitica","Euphorbiaceae","Euphorbiales","GB","MX",2012,20000
