"","V1","Taxon","Family","Order","Vol_Unit","Importer","Exporter","Year","Vol","Volume","Clean_code","IUCNName","Threat"
"3390",3390,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2009,,0,"VU","Cedrela odorata","threatened"
"3391",3391,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2010,,0,"VU","Cedrela odorata","threatened"
"3392",3392,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2011,,0,"VU","Cedrela odorata","threatened"
"3393",3393,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2012,,0,"VU","Cedrela odorata","threatened"
"3394",3394,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2013,,0,"VU","Cedrela odorata","threatened"
"3395",3395,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2014,17,17,"VU","Cedrela odorata","threatened"
"3396",3396,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2015,,0,"VU","Cedrela odorata","threatened"
"3397",3397,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2016,,0,"VU","Cedrela odorata","threatened"
"3398",3398,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2017,,0,"VU","Cedrela odorata","threatened"
"3399",3399,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2018,,0,"VU","Cedrela odorata","threatened"
"3400",3400,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2019,,0,"VU","Cedrela odorata","threatened"
"3401",3401,"Cedrela odorata","Meliaceae","Sapindales","m3","US","GY",2020,,0,"VU","Cedrela odorata","threatened"
"3402",3402,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2001,,0,"VU","Cedrela odorata","threatened"
"3403",3403,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2002,,0,"VU","Cedrela odorata","threatened"
"3404",3404,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2003,,0,"VU","Cedrela odorata","threatened"
"3405",3405,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2004,,0,"VU","Cedrela odorata","threatened"
"3406",3406,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2005,,0,"VU","Cedrela odorata","threatened"
"3407",3407,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2006,,0,"VU","Cedrela odorata","threatened"
"3408",3408,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2007,,0,"VU","Cedrela odorata","threatened"
"3409",3409,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2008,,0,"VU","Cedrela odorata","threatened"
"3410",3410,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2009,,0,"VU","Cedrela odorata","threatened"
"3411",3411,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2010,,0,"VU","Cedrela odorata","threatened"
"3412",3412,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2011,,0,"VU","Cedrela odorata","threatened"
"3413",3413,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2012,,0,"VU","Cedrela odorata","threatened"
"3414",3414,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2013,33,33,"VU","Cedrela odorata","threatened"
"3415",3415,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2014,,0,"VU","Cedrela odorata","threatened"
"3416",3416,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2015,,0,"VU","Cedrela odorata","threatened"
"3417",3417,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2016,,0,"VU","Cedrela odorata","threatened"
"3418",3418,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2017,,0,"VU","Cedrela odorata","threatened"
"3419",3419,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2018,,0,"VU","Cedrela odorata","threatened"
"3420",3420,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2019,,0,"VU","Cedrela odorata","threatened"
"3421",3421,"Cedrela odorata","Meliaceae","Sapindales","m3","US","HN",2020,,0,"VU","Cedrela odorata","threatened"
"3422",3422,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2001,,0,"VU","Cedrela odorata","threatened"
"3423",3423,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2002,,0,"VU","Cedrela odorata","threatened"
"3424",3424,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2003,,0,"VU","Cedrela odorata","threatened"
"3425",3425,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2004,,0,"VU","Cedrela odorata","threatened"
"3426",3426,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2005,,0,"VU","Cedrela odorata","threatened"
"3427",3427,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2006,,0,"VU","Cedrela odorata","threatened"
"3428",3428,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2007,,0,"VU","Cedrela odorata","threatened"
"3429",3429,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2008,,0,"VU","Cedrela odorata","threatened"
"3430",3430,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2009,,0,"VU","Cedrela odorata","threatened"
"3431",3431,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2010,,0,"VU","Cedrela odorata","threatened"
"3432",3432,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2011,,0,"VU","Cedrela odorata","threatened"
"3433",3433,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2012,,0,"VU","Cedrela odorata","threatened"
"3434",3434,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2013,66,66,"VU","Cedrela odorata","threatened"
"3435",3435,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2014,91,91,"VU","Cedrela odorata","threatened"
"3436",3436,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2015,25,25,"VU","Cedrela odorata","threatened"
"3437",3437,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2016,,0,"VU","Cedrela odorata","threatened"
"3438",3438,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2017,,0,"VU","Cedrela odorata","threatened"
"3439",3439,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2018,,0,"VU","Cedrela odorata","threatened"
"3440",3440,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2019,,0,"VU","Cedrela odorata","threatened"
"3441",3441,"Cedrela odorata","Meliaceae","Sapindales","m3","US","MX",2020,,0,"VU","Cedrela odorata","threatened"
"3442",3442,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2001,,0,"VU","Cedrela odorata","threatened"
"3443",3443,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2002,,0,"VU","Cedrela odorata","threatened"
"3444",3444,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2003,,0,"VU","Cedrela odorata","threatened"
"3445",3445,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2004,,0,"VU","Cedrela odorata","threatened"
"3446",3446,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2005,,0,"VU","Cedrela odorata","threatened"
"3447",3447,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2006,,0,"VU","Cedrela odorata","threatened"
"3448",3448,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2007,,0,"VU","Cedrela odorata","threatened"
"3449",3449,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2008,,0,"VU","Cedrela odorata","threatened"
"3450",3450,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2009,,0,"VU","Cedrela odorata","threatened"
"3451",3451,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2010,,0,"VU","Cedrela odorata","threatened"
"3452",3452,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2011,,0,"VU","Cedrela odorata","threatened"
"3453",3453,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2012,,0,"VU","Cedrela odorata","threatened"
"3454",3454,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2013,,0,"VU","Cedrela odorata","threatened"
"3455",3455,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2014,,0,"VU","Cedrela odorata","threatened"
"3456",3456,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2015,,0,"VU","Cedrela odorata","threatened"
"3457",3457,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2016,2,2,"VU","Cedrela odorata","threatened"
"3458",3458,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2017,,0,"VU","Cedrela odorata","threatened"
"3459",3459,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2018,,0,"VU","Cedrela odorata","threatened"
"3460",3460,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2019,,0,"VU","Cedrela odorata","threatened"
"3461",3461,"Cedrela odorata","Meliaceae","Sapindales","m3","US","NI",2020,,0,"VU","Cedrela odorata","threatened"
"3462",3462,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2001,,0,"VU","Cedrela odorata","threatened"
"3463",3463,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2002,,0,"VU","Cedrela odorata","threatened"
"3464",3464,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2003,,0,"VU","Cedrela odorata","threatened"
"3465",3465,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2004,,0,"VU","Cedrela odorata","threatened"
"3466",3466,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2005,,0,"VU","Cedrela odorata","threatened"
"3467",3467,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2006,,0,"VU","Cedrela odorata","threatened"
"3468",3468,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2007,,0,"VU","Cedrela odorata","threatened"
"3469",3469,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2008,,0,"VU","Cedrela odorata","threatened"
"3470",3470,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2009,,0,"VU","Cedrela odorata","threatened"
"3471",3471,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2010,,0,"VU","Cedrela odorata","threatened"
"3472",3472,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2011,,0,"VU","Cedrela odorata","threatened"
"3473",3473,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2012,,0,"VU","Cedrela odorata","threatened"
"3474",3474,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2013,18,18,"VU","Cedrela odorata","threatened"
"3475",3475,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2014,,0,"VU","Cedrela odorata","threatened"
"3476",3476,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2015,,0,"VU","Cedrela odorata","threatened"
"3477",3477,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2016,,0,"VU","Cedrela odorata","threatened"
"3478",3478,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2017,,0,"VU","Cedrela odorata","threatened"
"3479",3479,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2018,,0,"VU","Cedrela odorata","threatened"
"3480",3480,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2019,,0,"VU","Cedrela odorata","threatened"
"3481",3481,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PA",2020,,0,"VU","Cedrela odorata","threatened"
"3482",3482,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2001,147,147,"VU","Cedrela odorata","threatened"
"3483",3483,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2002,1283,1283,"VU","Cedrela odorata","threatened"
"3484",3484,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2003,3073,3073,"VU","Cedrela odorata","threatened"
"3485",3485,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2004,12928,12928,"VU","Cedrela odorata","threatened"
"3486",3486,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2005,10378,10378,"VU","Cedrela odorata","threatened"
"3487",3487,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2006,20192,20192,"VU","Cedrela odorata","threatened"
"3488",3488,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2007,25468,25468,"VU","Cedrela odorata","threatened"
"3489",3489,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2008,7687,7687,"VU","Cedrela odorata","threatened"
"3490",3490,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2009,2279,2279,"VU","Cedrela odorata","threatened"
"3491",3491,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2010,360,360,"VU","Cedrela odorata","threatened"
"3492",3492,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2011,127,127,"VU","Cedrela odorata","threatened"
"3493",3493,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2012,,0,"VU","Cedrela odorata","threatened"
"3494",3494,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2013,,0,"VU","Cedrela odorata","threatened"
"3495",3495,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2014,60,60,"VU","Cedrela odorata","threatened"
"3496",3496,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2015,58,58,"VU","Cedrela odorata","threatened"
"3497",3497,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2016,,0,"VU","Cedrela odorata","threatened"
"3498",3498,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2017,34,34,"VU","Cedrela odorata","threatened"
"3499",3499,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2018,,0,"VU","Cedrela odorata","threatened"
"3500",3500,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2019,,0,"VU","Cedrela odorata","threatened"
"3501",3501,"Cedrela odorata","Meliaceae","Sapindales","m3","US","PE",2020,,0,"VU","Cedrela odorata","threatened"
"3502",3502,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2001,,0,"VU","Cedrela odorata","threatened"
"3503",3503,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2002,,0,"VU","Cedrela odorata","threatened"
"3504",3504,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2003,,0,"VU","Cedrela odorata","threatened"
"3505",3505,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2004,,0,"VU","Cedrela odorata","threatened"
"3506",3506,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2005,,0,"VU","Cedrela odorata","threatened"
"3507",3507,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2006,,0,"VU","Cedrela odorata","threatened"
"3508",3508,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2007,,0,"VU","Cedrela odorata","threatened"
"3509",3509,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2008,,0,"VU","Cedrela odorata","threatened"
"3510",3510,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2009,,0,"VU","Cedrela odorata","threatened"
"3511",3511,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2010,,0,"VU","Cedrela odorata","threatened"
"3512",3512,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2011,,0,"VU","Cedrela odorata","threatened"
"3513",3513,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2012,,0,"VU","Cedrela odorata","threatened"
"3514",3514,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2013,,0,"VU","Cedrela odorata","threatened"
"3515",3515,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2014,25,25,"VU","Cedrela odorata","threatened"
"3516",3516,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2015,,0,"VU","Cedrela odorata","threatened"
"3517",3517,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2016,,0,"VU","Cedrela odorata","threatened"
"3518",3518,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2017,,0,"VU","Cedrela odorata","threatened"
"3519",3519,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2018,,0,"VU","Cedrela odorata","threatened"
"3520",3520,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2019,,0,"VU","Cedrela odorata","threatened"
"3521",3521,"Cedrela odorata","Meliaceae","Sapindales","m3","US","SR",2020,,0,"VU","Cedrela odorata","threatened"
"3522",3522,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2000,,0,"NE","Cylindropuntia cholla","not threatened"
"3523",3523,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2001,,0,"NE","Cylindropuntia cholla","not threatened"
"3524",3524,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2002,,0,"NE","Cylindropuntia cholla","not threatened"
"3525",3525,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2003,,0,"NE","Cylindropuntia cholla","not threatened"
"3526",3526,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2004,3.51851851851852,3.51851851851852,"NE","Cylindropuntia cholla","not threatened"
"3527",3527,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2005,,0,"NE","Cylindropuntia cholla","not threatened"
"3528",3528,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2006,,0,"NE","Cylindropuntia cholla","not threatened"
"3529",3529,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2007,,0,"NE","Cylindropuntia cholla","not threatened"
"3530",3530,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2008,,0,"NE","Cylindropuntia cholla","not threatened"
"3531",3531,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2009,,0,"NE","Cylindropuntia cholla","not threatened"
"3532",3532,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2010,,0,"NE","Cylindropuntia cholla","not threatened"
"3533",3533,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2011,,0,"NE","Cylindropuntia cholla","not threatened"
"3534",3534,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2012,,0,"NE","Cylindropuntia cholla","not threatened"
"3535",3535,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2013,,0,"LC","Cylindropuntia cholla","not threatened"
"3536",3536,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2014,,0,"LC","Cylindropuntia cholla","not threatened"
"3537",3537,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2015,,0,"LC","Cylindropuntia cholla","not threatened"
"3538",3538,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2016,,0,"LC","Cylindropuntia cholla","not threatened"
"3539",3539,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2017,,0,"LC","Cylindropuntia cholla","not threatened"
"3540",3540,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2018,,0,"LC","Cylindropuntia cholla","not threatened"
"3541",3541,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2019,,0,"LC","Cylindropuntia cholla","not threatened"
"3542",3542,"Cylindropuntia cholla","Cactaceae","Caryophyllales","m3","JP","MX",2020,,0,"LC","Cylindropuntia cholla","not threatened"
"3543",3543,"Dalbergia bariensis","Leguminosae","Fabales","m3","CN","LA",2013,,0,"NE","Dalbergia oliveri","not threatened"
"3544",3544,"Dalbergia bariensis","Leguminosae","Fabales","m3","CN","LA",2014,,0,"NE","Dalbergia oliveri","not threatened"
"3545",3545,"Dalbergia bariensis","Leguminosae","Fabales","m3","CN","LA",2015,,0,"NE","Dalbergia oliveri","not threatened"
"3546",3546,"Dalbergia bariensis","Leguminosae","Fabales","m3","CN","LA",2016,,0,"NE","Dalbergia oliveri","not threatened"
"3547",3547,"Dalbergia bariensis","Leguminosae","Fabales","m3","CN","LA",2017,745,745,"NE","Dalbergia oliveri","not threatened"
"3548",3548,"Dalbergia bariensis","Leguminosae","Fabales","m3","CN","LA",2018,142.5,142.5,"NE","Dalbergia oliveri","not threatened"
"3549",3549,"Dalbergia bariensis","Leguminosae","Fabales","m3","CN","LA",2019,,0,"NE","Dalbergia oliveri","not threatened"
"3550",3550,"Dalbergia bariensis","Leguminosae","Fabales","m3","CN","LA",2020,,0,"NE","Dalbergia oliveri","not threatened"
"3551",3551,"Dalbergia calderonii","Leguminosae","Fabales","m3","CN","SV",2013,,0,"NE","Dalbergia calderonii","not threatened"
"3552",3552,"Dalbergia calderonii","Leguminosae","Fabales","m3","CN","SV",2014,,0,"NE","Dalbergia calderonii","not threatened"
"3553",3553,"Dalbergia calderonii","Leguminosae","Fabales","m3","CN","SV",2015,,0,"NE","Dalbergia calderonii","not threatened"
"3554",3554,"Dalbergia calderonii","Leguminosae","Fabales","m3","CN","SV",2016,,0,"NE","Dalbergia calderonii","not threatened"
"3555",3555,"Dalbergia calderonii","Leguminosae","Fabales","m3","CN","SV",2017,,0,"NE","Dalbergia calderonii","not threatened"
"3556",3556,"Dalbergia calderonii","Leguminosae","Fabales","m3","CN","SV",2018,,0,"NE","Dalbergia calderonii","not threatened"
"3557",3557,"Dalbergia calderonii","Leguminosae","Fabales","m3","CN","SV",2019,13.81,13.81,"NE","Dalbergia calderonii","not threatened"
"3558",3558,"Dalbergia calderonii","Leguminosae","Fabales","m3","CN","SV",2020,,0,"CR","Dalbergia calderonii","threatened"
"3559",3559,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","LA",2013,1744,1744,"NE","Dalbergia cochinchinensis","not threatened"
"3560",3560,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","LA",2014,15117.23,15117.23,"NE","Dalbergia cochinchinensis","not threatened"
"3561",3561,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","LA",2015,5029.68,5029.68,"NE","Dalbergia cochinchinensis","not threatened"
"3562",3562,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","LA",2016,4825.65001363636,4825.65001363636,"NE","Dalbergia cochinchinensis","not threatened"
"3563",3563,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","LA",2017,150.64,150.64,"NE","Dalbergia cochinchinensis","not threatened"
"3564",3564,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","LA",2018,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3565",3565,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","LA",2019,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3566",3566,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","LA",2020,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3567",3567,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","VN",2013,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3568",3568,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","VN",2014,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3569",3569,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","VN",2015,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3570",3570,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","VN",2016,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3571",3571,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","VN",2017,7.345,7.345,"NE","Dalbergia cochinchinensis","not threatened"
"3572",3572,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","VN",2018,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3573",3573,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","VN",2019,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3574",3574,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","VN",2020,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3575",3575,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","XX",2013,400,400,"NE","Dalbergia cochinchinensis","not threatened"
"3576",3576,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","XX",2014,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3577",3577,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","XX",2015,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3578",3578,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","XX",2016,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3579",3579,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","XX",2017,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3580",3580,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","XX",2018,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3581",3581,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","XX",2019,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3582",3582,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","CN","XX",2020,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3583",3583,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","KH",2013,279.516,279.516,"NE","Dalbergia cochinchinensis","not threatened"
"3584",3584,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","KH",2014,2670,2670,"NE","Dalbergia cochinchinensis","not threatened"
"3585",3585,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","KH",2015,269.667,269.667,"NE","Dalbergia cochinchinensis","not threatened"
"3586",3586,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","KH",2016,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3587",3587,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","KH",2017,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3588",3588,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","KH",2018,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3589",3589,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","KH",2019,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3590",3590,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","KH",2020,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3591",3591,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","LA",2013,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3592",3592,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","LA",2014,41122,41122,"NE","Dalbergia cochinchinensis","not threatened"
"3593",3593,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","LA",2015,4495.605,4495.605,"NE","Dalbergia cochinchinensis","not threatened"
"3594",3594,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","LA",2016,1194,1194,"NE","Dalbergia cochinchinensis","not threatened"
"3595",3595,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","LA",2017,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3596",3596,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","LA",2018,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3597",3597,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","LA",2019,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3598",3598,"Dalbergia cochinchinensis","Leguminosae","Fabales","m3","VN","LA",2020,,0,"NE","Dalbergia cochinchinensis","not threatened"
"3599",3599,"Dalbergia granadillo","Leguminosae","Fabales","m3","CN","MX",2013,,0,"NE","Dalbergia granadillo","not threatened"
