"","Taxon","Family","Order","Importer","Exporter","Year","n"
"12533","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2012,0
"12534","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2013,0
"12535","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2014,0
"12536","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2015,0
"12537","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2016,0
"12538","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2017,0
"12539","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2018,0
"12540","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2019,0
"12541","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","GB","NZ",2020,0
"12542","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2000,0
"12543","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2001,150
"12544","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2002,0
"12545","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2003,0
"12546","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2004,0
"12547","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2005,0
"12548","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2006,0
"12549","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2007,0
"12550","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2008,0
"12551","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2009,0
"12552","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2010,0
"12553","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2011,0
"12554","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2012,0
"12555","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2013,0
"12556","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2014,0
"12557","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2015,0
"12558","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2016,0
"12559","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2017,0
"12560","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2018,0
"12561","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2019,0
"12562","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","JP","NZ",2020,0
"12563","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2000,62858
"12564","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2001,23016
"12565","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2002,0
"12566","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2003,0
"12567","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2004,0
"12568","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2005,0
"12569","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2006,0
"12570","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2007,0
"12571","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2008,0
"12572","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2009,0
"12573","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2010,0
"12574","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2011,0
"12575","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2012,0
"12576","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2013,0
"12577","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2014,0
"12578","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2015,0
"12579","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2016,0
"12580","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2017,0
"12581","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2018,0
"12582","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2019,0
"12583","Dicksonia squarrosa","Dicksoniaceae","Dicksoniales","NL","NZ",2020,0
"12584","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2000,0
"12585","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2001,5
"12586","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2002,0
"12587","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2003,0
"12588","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2004,0
"12589","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2005,0
"12590","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2006,0
"12591","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2007,0
"12592","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2008,0
"12593","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2009,0
"12594","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2010,0
"12595","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2011,0
"12596","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2012,0
"12597","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2013,0
"12598","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2014,3
"12599","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2015,0
"12600","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2016,20
"12601","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2017,0
"12602","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2018,0
"12603","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2019,0
"12604","Didierea madagascariensis","Didiereaceae","Caryophyllales","JP","MG",2020,0
"12605","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2000,0
"12606","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2001,0
"12607","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2002,0
"12608","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2003,0
"12609","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2004,100
"12610","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2005,0
"12611","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2006,0
"12612","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2007,0
"12613","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2008,0
"12614","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2009,0
"12615","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2010,0
"12616","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2011,0
"12617","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2012,0
"12618","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2013,0
"12619","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2014,0
"12620","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2015,0
"12621","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2016,0
"12622","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2017,0
"12623","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2018,0
"12624","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2019,0
"12625","Didierea madagascariensis","Didiereaceae","Caryophyllales","NL","MG",2020,0
"12626","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2000,0
"12627","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2001,0
"12628","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2002,0
"12629","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2003,0
"12630","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2004,0
"12631","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2005,20
"12632","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2006,0
"12633","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2007,0
"12634","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2008,0
"12635","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2009,0
"12636","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2010,0
"12637","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2011,0
"12638","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2012,0
"12639","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2013,0
"12640","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2014,0
"12641","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2015,0
"12642","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2016,0
"12643","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2017,0
"12644","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2018,0
"12645","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2019,0
"12646","Didierea madagascariensis","Didiereaceae","Caryophyllales","US","MG",2020,0
"12647","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2000,0
"12648","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2001,5
"12649","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2002,0
"12650","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2003,0
"12651","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2004,0
"12652","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2005,0
"12653","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2006,0
"12654","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2007,0
"12655","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2008,0
"12656","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2009,0
"12657","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2010,50
"12658","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2011,0
"12659","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2012,0
"12660","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2013,0
"12661","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2014,0
"12662","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2015,0
"12663","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2016,0
"12664","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2017,0
"12665","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2018,0
"12666","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2019,0
"12667","Didierea trollii","Didiereaceae","Caryophyllales","JP","MG",2020,0
"12668","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2000,0
"12669","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2001,0
"12670","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2002,0
"12671","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2003,0
"12672","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2004,0
"12673","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2005,20
"12674","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2006,0
"12675","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2007,0
"12676","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2008,0
"12677","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2009,0
"12678","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2010,0
"12679","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2011,0
"12680","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2012,0
"12681","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2013,0
"12682","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2014,0
"12683","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2015,0
"12684","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2016,0
"12685","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2017,0
"12686","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2018,0
"12687","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2019,0
"12688","Didierea trollii","Didiereaceae","Caryophyllales","US","MG",2020,0
"12689","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2000,0
"12690","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2001,0
"12691","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2002,0
"12692","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2003,0
"12693","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2004,20
"12694","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2005,0
"12695","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2006,0
"12696","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2007,0
"12697","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2008,0
"12698","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2009,0
"12699","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2010,0
"12700","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2011,0
"12701","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2012,0
"12702","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2013,0
"12703","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2014,0
"12704","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2015,0
"12705","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2016,0
"12706","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2017,0
"12707","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2018,0
"12708","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2019,0
"12709","Dienia ophrydis","Orchidaceae","Orchidales","JP","VN",2020,0
"12710","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2000,0
"12711","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2001,0
"12712","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2002,0
"12713","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2003,2
"12714","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2004,0
"12715","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2005,0
"12716","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2006,0
"12717","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2007,0
"12718","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2008,0
"12719","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2009,0
"12720","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2010,0
"12721","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2011,0
"12722","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2012,0
"12723","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2013,0
"12724","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2014,0
"12725","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2015,0
"12726","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2016,0
"12727","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2017,0
"12728","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2018,0
"12729","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2019,0
"12730","Dienia ophrydis","Orchidaceae","Orchidales","US","VN",2020,0
"12731","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2000,0
"12732","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2001,0
"12733","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2002,0
"12734","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2003,0
"12735","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2004,0
"12736","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2005,0
"12737","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2006,0
"12738","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2007,0
"12739","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2008,0
"12740","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2009,0
"12741","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2010,0
"12742","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2011,0
"12743","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2012,0
"12744","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2013,0
"12745","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2014,0
"12746","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2015,0
"12747","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2016,3
"12748","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2017,0
"12749","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2018,0
"12750","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2019,0
"12751","Dilomilis montana","Orchidaceae","Orchidales","US","DO",2020,0
"12752","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2000,0
"12753","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2001,0
"12754","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2002,76
"12755","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2003,62
"12756","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2004,0
"12757","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2005,0
"12758","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2006,0
"12759","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2007,0
"12760","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2008,0
"12761","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2009,0
"12762","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2010,0
"12763","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2011,0
"12764","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2012,0
"12765","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2013,0
"12766","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2014,0
"12767","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2015,0
"12768","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2016,0
"12769","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2017,0
"12770","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2018,0
"12771","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2019,0
"12772","Dimerandra emarginata","Orchidaceae","Orchidales","US","BZ",2020,0
"12773","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2000,24
"12774","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2001,0
"12775","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2002,0
"12776","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2003,0
"12777","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2004,6
"12778","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2005,0
"12779","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2006,0
"12780","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2007,0
"12781","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2008,0
"12782","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2009,0
"12783","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2010,0
"12784","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2011,0
"12785","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2012,0
"12786","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2013,0
"12787","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2014,0
"12788","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2015,0
"12789","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2016,0
"12790","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2017,0
"12791","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2018,0
"12792","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2019,0
"12793","Dinema polybulbon","Orchidaceae","Orchidales","US","JM",2020,0
"12794","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2000,0
"12795","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2001,0
"12796","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2002,0
"12797","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2003,4
"12798","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2004,0
"12799","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2005,0
"12800","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2006,0
"12801","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2007,0
"12802","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2008,0
"12803","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2009,0
"12804","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2010,0
"12805","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2011,0
"12806","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2012,0
"12807","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2013,0
"12808","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2014,0
"12809","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2015,0
"12810","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2016,0
"12811","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2017,0
"12812","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2018,0
"12813","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2019,0
"12814","Dipodium paludosum","Orchidaceae","Orchidales","US","VN",2020,0
"12815","Disa caffra","Orchidaceae","Orchidales","US","MG",2000,0
"12816","Disa caffra","Orchidaceae","Orchidales","US","MG",2001,0
"12817","Disa caffra","Orchidaceae","Orchidales","US","MG",2002,0
"12818","Disa caffra","Orchidaceae","Orchidales","US","MG",2003,0
"12819","Disa caffra","Orchidaceae","Orchidales","US","MG",2004,0
"12820","Disa caffra","Orchidaceae","Orchidales","US","MG",2005,0
"12821","Disa caffra","Orchidaceae","Orchidales","US","MG",2006,50
"12822","Disa caffra","Orchidaceae","Orchidales","US","MG",2007,0
"12823","Disa caffra","Orchidaceae","Orchidales","US","MG",2008,0
"12824","Disa caffra","Orchidaceae","Orchidales","US","MG",2009,0
"12825","Disa caffra","Orchidaceae","Orchidales","US","MG",2010,0
"12826","Disa caffra","Orchidaceae","Orchidales","US","MG",2011,0
"12827","Disa caffra","Orchidaceae","Orchidales","US","MG",2012,0
"12828","Disa caffra","Orchidaceae","Orchidales","US","MG",2013,0
"12829","Disa caffra","Orchidaceae","Orchidales","US","MG",2014,0
"12830","Disa caffra","Orchidaceae","Orchidales","US","MG",2015,0
"12831","Disa caffra","Orchidaceae","Orchidales","US","MG",2016,0
"12832","Disa caffra","Orchidaceae","Orchidales","US","MG",2017,0
"12833","Disa caffra","Orchidaceae","Orchidales","US","MG",2018,0
"12834","Disa caffra","Orchidaceae","Orchidales","US","MG",2019,0
"12835","Disa caffra","Orchidaceae","Orchidales","US","MG",2020,0
"12836","Disa incarnata","Orchidaceae","Orchidales","US","MG",2000,0
"12837","Disa incarnata","Orchidaceae","Orchidales","US","MG",2001,0
"12838","Disa incarnata","Orchidaceae","Orchidales","US","MG",2002,0
"12839","Disa incarnata","Orchidaceae","Orchidales","US","MG",2003,0
"12840","Disa incarnata","Orchidaceae","Orchidales","US","MG",2004,0
"12841","Disa incarnata","Orchidaceae","Orchidales","US","MG",2005,0
"12842","Disa incarnata","Orchidaceae","Orchidales","US","MG",2006,50
"12843","Disa incarnata","Orchidaceae","Orchidales","US","MG",2007,0
"12844","Disa incarnata","Orchidaceae","Orchidales","US","MG",2008,0
"12845","Disa incarnata","Orchidaceae","Orchidales","US","MG",2009,0
"12846","Disa incarnata","Orchidaceae","Orchidales","US","MG",2010,0
"12847","Disa incarnata","Orchidaceae","Orchidales","US","MG",2011,0
"12848","Disa incarnata","Orchidaceae","Orchidales","US","MG",2012,0
"12849","Disa incarnata","Orchidaceae","Orchidales","US","MG",2013,0
"12850","Disa incarnata","Orchidaceae","Orchidales","US","MG",2014,0
"12851","Disa incarnata","Orchidaceae","Orchidales","US","MG",2015,0
"12852","Disa incarnata","Orchidaceae","Orchidales","US","MG",2016,0
"12853","Disa incarnata","Orchidaceae","Orchidales","US","MG",2017,0
"12854","Disa incarnata","Orchidaceae","Orchidales","US","MG",2018,0
"12855","Disa incarnata","Orchidaceae","Orchidales","US","MG",2019,0
"12856","Disa incarnata","Orchidaceae","Orchidales","US","MG",2020,0
"12857","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2000,0
"12858","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2001,0
"12859","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2002,0
"12860","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2003,0
"12861","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2004,0
"12862","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2005,0
"12863","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2006,0
"12864","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2007,0
"12865","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2008,5
"12866","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2009,0
"12867","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2010,0
"12868","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2011,0
"12869","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2012,0
"12870","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2013,0
"12871","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2014,0
"12872","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2015,0
"12873","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2016,0
"12874","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2017,0
"12875","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2018,0
"12876","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2019,0
"12877","Disocactus speciosus","Cactaceae","Caryophyllales","HR","ID",2020,0
"12878","Dypsis decaryi","Palmae","Arecales","FR","MG",2000,0
"12879","Dypsis decaryi","Palmae","Arecales","FR","MG",2001,0
"12880","Dypsis decaryi","Palmae","Arecales","FR","MG",2002,0
"12881","Dypsis decaryi","Palmae","Arecales","FR","MG",2003,0
"12882","Dypsis decaryi","Palmae","Arecales","FR","MG",2004,0
"12883","Dypsis decaryi","Palmae","Arecales","FR","MG",2005,0
